hero1,hero2
"ROBERTSON, JOE",DAREDEVIL
HUMAN TORCH,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY",IRON MAN
"WATSON-PARKER, MARY","JARVIS, EDWIN"
"JARVIS, EDWIN",DAREDEVIL
"JARVIS, EDWIN","JAMESON, J. JONAH"
DAREDEVIL,"CAGE, LUKE"
DAREDEVIL,IRON FIST
"JAMESON, J. JONAH","CAGE, LUKE"
"JAMESON, J. JONAH",IRON FIST
DR. DOOM,BLACK PANTHER
HUMAN TORCH,BLACK PANTHER
BLACK PANTHER,DR. DOOM
BLACK PANTHER,INVISIBLE WOMAN
BLACK WIDOW,PROFESSOR X
BLACK WIDOW,ROGUE 
BLACK WIDOW,INVISIBLE WOMAN
BLACK WIDOW,NOVA
BLACK WIDOW,CYCLOPS
BLACK WIDOW,HAVOK
BLACK WIDOW,MARVEL GIRL
BLACK WIDOW,SILVER SURFER
BLACK WIDOW,DR. STRANGE
DR. STRANGE,INVISIBLE WOMAN
DR. STRANGE,NOVA
DR. STRANGE,HAVOK
DR. STRANGE,MARVEL GIRL
WONDER MAN,SILVER SURFER
SILVER SURFER,PROFESSOR X
SILVER SURFER,MR. FANTASTIC
SILVER SURFER,ROGUE 
SILVER SURFER,HERCULES [GREEK GOD]
SILVER SURFER,CYCLOPS
SILVER SURFER,COLOSSUS II
SILVER SURFER,HAVOK
SILVER SURFER,MARVEL GIRL
SILVER SURFER,STORM
SILVER SURFER,ANGEL
SILVER SURFER,DAREDEVIL
DAREDEVIL,WOLVERINE
DAREDEVIL,PROFESSOR X
DAREDEVIL,ROGUE 
DAREDEVIL,COLOSSUS II
DAREDEVIL,SHE-HULK
DAREDEVIL,HAVOK
DAREDEVIL,MARVEL GIRL
STORM,IRON MAN
HAVOK,IRON MAN
IRON MAN,PROFESSOR X
IRON MAN,ROGUE 
COLOSSUS II,NOVA
"FURY, COL. NICHOLAS",ICEMAN
"FURY, COL. NICHOLAS",ANGEL
HUMAN TORCH,SILVER SURFER
DR. DOOM,SILVER SURFER
BLACK WIDOW,"JAMESON, J. JONAH"
NOVA,WASP
NOVA,BLACK PANTHER
NOVA,"JAMESON, J. JONAH"
NOVA,"FURY, COL. NICHOLAS"
NOVA,DAREDEVIL
NOVA,ANT-MAN
NOVA,SUB-MARINER
SUB-MARINER,BLACK PANTHER
SUB-MARINER,"FURY, COL. NICHOLAS"
WONDER MAN,"JAMESON, J. JONAH"
ANT-MAN,"FURY, COL. NICHOLAS"
SPIDER-MAN,"FURY, COL. NICHOLAS"
DAREDEVIL,BLACK PANTHER
DAREDEVIL,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS","JAMESON, J. JONAH"
"JAMESON, J. JONAH",SCARLET WITCH
"JAMESON, J. JONAH",BLACK PANTHER
SILVER SURFER,SPIDER-MAN
DAREDEVIL,"WATSON-PARKER, MARY"
HAWK,ICEMAN
HUMAN TORCH,BLACK WIDOW
ICEMAN,DR. DOOM
"JAMESON, J. JONAH",HAWK
"JAMESON, J. JONAH",SHE-HULK
"JAMESON, J. JONAH",WONDER MAN
SUB-MARINER,"JARVIS, EDWIN"
"JARVIS, EDWIN",DR. DOOM
BEAST,CANNONBALL II
HUMAN TORCH,CANNONBALL II
MR. FANTASTIC,CANNONBALL II
CANNONBALL II,THING
CANNONBALL II,INVISIBLE WOMAN
DAREDEVIL,"JARVIS, EDWIN"
IRON FIST,SHE-HULK
SHE-HULK,"CAGE, LUKE"
"CAGE, LUKE",SHE-HULK
SHE-HULK,IRON FIST
HERCULES [GREEK GOD],IRON FIST
HERCULES [GREEK GOD],"CAGE, LUKE"
"CAGE, LUKE",INVISIBLE WOMAN
"CAGE, LUKE",HUMAN TORCH
NOVA,BLACK WIDOW
INVISIBLE WOMAN,CANNONBALL II
CAPTAIN AMERICA,CANNONBALL II
GAMBIT,CYCLOPS
QUICKSILVER,HAVOK
HAVOK,QUICKSILVER
PROFESSOR X,"FURY, COL. NICHOLAS"
ICEMAN,"FURY, COL. NICHOLAS"
ROGUE ,BEAST
ROGUE ,MARVEL GIRL
ROGUE ,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS",CYCLOPS
"FURY, COL. NICHOLAS",GAMBIT
"FURY, COL. NICHOLAS",MARVEL GIRL
GAMBIT,ANGEL
ROGUE ,ICEMAN
COLOSSUS II,"FURY, COL. NICHOLAS"
WOLVERINE,MARVEL GIRL
WOLVERINE,"FURY, COL. NICHOLAS"
CYCLOPS,"FURY, COL. NICHOLAS"
STORM,"FURY, COL. NICHOLAS"
GAMBIT,"FURY, COL. NICHOLAS"
"JAMESON, J. JONAH",ANT-MAN
"WATSON-PARKER, MARY",DR. STRANGE
"CAGE, LUKE",DR. DOOM
ICEMAN,"ROBERTSON, JOE"
HAWK,MARVEL GIRL
ICEMAN,DAREDEVIL
BEAST,"JAMESON, J. JONAH"
CYCLOPS,"JARVIS, EDWIN"
CYCLOPS,"JAMESON, J. JONAH"
MARVEL GIRL,"JARVIS, EDWIN"
ANGEL,"JAMESON, J. JONAH"
"CAGE, LUKE","FURY, COL. NICHOLAS"
MARVEL GIRL,NIGHTCRAWLER
"JAMESON, J. JONAH",HAVOK
"JAMESON, J. JONAH",WOLVERINE
"WATSON-PARKER, MARY",HAVOK
"WATSON-PARKER, MARY",STORM
"WATSON-PARKER, MARY",WOLVERINE
SPIDER-MAN,HAVOK
ANT-MAN,PROFESSOR X
WONDER MAN,GAMBIT
WONDER MAN,DR. STRANGE
DR. STRANGE,GAMBIT
CAPTAIN AMERICA,GAMBIT
CAPTAIN AMERICA,HAVOK
BLACK WIDOW,ICEMAN
BLACK WIDOW,GAMBIT
BLACK WIDOW,DR. DOOM
HAVOK,ANT-MAN
HAVOK,GAMBIT
HAVOK,SPIDER-MAN
SCARLET WITCH,GAMBIT
SPIDER-MAN,MARVEL GIRL
SPIDER-MAN,GAMBIT
DR. DOOM,ANGEL
DR. DOOM,COLOSSUS II
DR. DOOM,NOVA
DR. DOOM,STORM
DR. DOOM,ICEMAN
DR. DOOM,ROGUE 
DR. DOOM,MARVEL GIRL
DR. DOOM,HERCULES [GREEK GOD]
DR. DOOM,QUICKSILVER
DR. DOOM,GAMBIT
DR. DOOM,BEAST
GAMBIT,MR. FANTASTIC
GAMBIT,NOVA
GAMBIT,ANT-MAN
GAMBIT,HERCULES [GREEK GOD]
GAMBIT,QUICKSILVER
GAMBIT,VISION
GAMBIT,IRON MAN
WOLVERINE,ANT-MAN
WOLVERINE,QUICKSILVER
QUICKSILVER,NOVA
QUICKSILVER,ROGUE 
ROGUE ,ANT-MAN
ANT-MAN,NOVA
WOLVERINE,BLACK WIDOW
WOLVERINE,SILVER SURFER
WOLVERINE,DR. STRANGE
ROGUE ,BLACK WIDOW
ROGUE ,SILVER SURFER
ROGUE ,WONDER MAN
ROGUE ,SPIDER-MAN
ROGUE ,QUICKSILVER
ROGUE ,HAWK
ROGUE ,HERCULES [GREEK GOD]
ROGUE ,WASP
ROGUE ,DAREDEVIL
CYCLOPS,DR. DOOM
CYCLOPS,HAWK
VISION,GAMBIT
VISION,HAVOK
COLOSSUS II,BLACK WIDOW
COLOSSUS II,SILVER SURFER
COLOSSUS II,WONDER MAN
COLOSSUS II,QUICKSILVER
COLOSSUS II,ANT-MAN
DAREDEVIL,GAMBIT
DAREDEVIL,SILVER SURFER
WASP,GAMBIT
WASP,SILVER SURFER
WASP,NOVA
WASP,HAVOK
ANGEL,DR. DOOM
ANGEL,HAWK
ANT-MAN,GAMBIT
ANT-MAN,SILVER SURFER
ANT-MAN,HAVOK
HERCULES [GREEK GOD],GAMBIT
HERCULES [GREEK GOD],SILVER SURFER
HERCULES [GREEK GOD],DR. STRANGE
HAWK,GAMBIT
HAWK,NOVA
HAWK,DR. STRANGE
HAWK,HAVOK
HAWK,STORM
STORM,BLACK WIDOW
STORM,QUICKSILVER
HAVOK,BLACK WIDOW
HAVOK,SILVER SURFER
HAVOK,DR. STRANGE
DR. DOOM,BLACK WIDOW
DR. DOOM,PROFESSOR X
DR. DOOM,HULK
DR. DOOM,DR. STRANGE
QUICKSILVER,GAMBIT
QUICKSILVER,DR. STRANGE
SPIDER-MAN,BLACK WIDOW
SPIDER-MAN,SILVER SURFER
SHE-HULK,GAMBIT
SHE-HULK,BLACK WIDOW
SHE-HULK,SILVER SURFER
MARVEL GIRL,BLACK WIDOW
NOVA,GAMBIT
NOVA,SILVER SURFER
HULK,GAMBIT
HULK,BLACK WIDOW
INVISIBLE WOMAN,GAMBIT
SILVER SURFER,GAMBIT
SILVER SURFER,ICEMAN
SILVER SURFER,BLACK WIDOW
THING,GAMBIT
HUMAN TORCH,GAMBIT
ANT-MAN,ROGUE 
PROFESSOR X,SILVER SURFER
PROFESSOR X,DR. DOOM
PROFESSOR X,HAWK
QUICKSILVER,DR. DOOM
HAWK,WOLVERINE
HAWK,ROGUE 
HAWK,COLOSSUS II
MARVEL GIRL,DR. DOOM
NOVA,DR. STRANGE
HULK,HAVOK
DR. DOOM,HAVOK
GAMBIT,DAREDEVIL
GAMBIT,HAVOK
GAMBIT,WASP
GAMBIT,HUMAN TORCH
GAMBIT,SPIDER-MAN
GAMBIT,WONDER MAN
GAMBIT,BLACK WIDOW
GAMBIT,SCARLET WITCH
GAMBIT,SILVER SURFER
ICEMAN,HAVOK
HERCULES [GREEK GOD],DAREDEVIL
HAVOK,DAREDEVIL
BEAST,HAVOK
GAMBIT,INVISIBLE WOMAN
GAMBIT,THING
GAMBIT,HULK
GAMBIT,SHE-HULK
STORM,ANT-MAN
ICEMAN,SILVER SURFER
MR. FANTASTIC,HAVOK
MR. FANTASTIC,GAMBIT
"SUMMERS, NATHAN CHRI",HULK
THOR,GAMBIT
GAMBIT,CAPTAIN AMERICA
IRON MAN,IRON FIST
IRON FIST,CAPTAIN AMERICA
"CAGE, LUKE",WOLVERINE
"CAGE, LUKE",CAPTAIN AMERICA
WOLVERINE,IRON FIST
SCARLET WITCH,"CAGE, LUKE"
SCARLET WITCH,IRON FIST
VISION,"CAGE, LUKE"
VISION,IRON FIST
MR. FANTASTIC,"CAGE, LUKE"
THOR,SILVER SURFER
SPIDER-MAN,CANNONBALL II
SPIDER-MAN,"SUMMERS, NATHAN CHRI"
"SUMMERS, NATHAN CHRI",CANNONBALL II
"SUMMERS, NATHAN CHRI",HUMAN TORCH
"SUMMERS, NATHAN CHRI",STORM
"SUMMERS, NATHAN CHRI",THING
"SUMMERS, NATHAN CHRI",MR. FANTASTIC
"SUMMERS, NATHAN CHRI",DR. STRANGE
"SUMMERS, NATHAN CHRI",INVISIBLE WOMAN
"SUMMERS, NATHAN CHRI",GAMBIT
GAMBIT,CANNONBALL II
GAMBIT,DR. STRANGE
DR. STRANGE,CANNONBALL II
CYCLOPS,CANNONBALL II
THING,CANNONBALL II
MARVEL GIRL,CANNONBALL II
NOVA,CANNONBALL II
NOVA,"SUMMERS, NATHAN CHRI"
CANNONBALL II,QUICKSILVER
HAVOK,"SUMMERS, NATHAN CHRI"
CANNONBALL II,GAMBIT
CANNONBALL II,ANGEL
QUICKSILVER,"SUMMERS, NATHAN CHRI"
BEAST,"SUMMERS, NATHAN CHRI"
"SUMMERS, NATHAN CHRI",ANGEL
QUICKSILVER,"FURY, COL. NICHOLAS"
HERCULES [GREEK GOD],"FURY, COL. NICHOLAS"
DAREDEVIL,PUNISHER II
PUNISHER II,DAREDEVIL
WOLVERINE,PUNISHER II
PUNISHER II,BLACK WIDOW
"SUMMERS, NATHAN CHRI",PROFESSOR X
BLACK WIDOW,PUNISHER II
ANT-MAN,PUNISHER II
NOVA,QUICKSILVER
THING,"CAGE, LUKE"
QUICKSILVER,IRON FIST
INVISIBLE WOMAN,"SUMMERS, NATHAN CHRI"
WOLVERINE,IRON MAN
WASP,CANNONBALL II
THOR,ROGUE 
THOR,CANNONBALL II
THOR,COLOSSUS II
THOR,NIGHTCRAWLER
SHE-HULK,CANNONBALL II
HERCULES [GREEK GOD],CANNONBALL II
HERCULES [GREEK GOD],NIGHTCRAWLER
NIGHTCRAWLER,HAWK
NIGHTCRAWLER,IRON MAN
NIGHTCRAWLER,WONDER MAN
COLOSSUS II,IRON MAN
CANNONBALL II,HAWK
CANNONBALL II,IRON MAN
CANNONBALL II,WONDER MAN
HUMAN TORCH,IRON FIST
SPIDER-MAN,IRON FIST
ROGUE ,IRON MAN
SUB-MARINER,CANNONBALL II
CANNONBALL II,HULK
CANNONBALL II,HERCULES [GREEK GOD]
CANNONBALL II,SHE-HULK
CANNONBALL II,THOR
CANNONBALL II,"CAGE, LUKE"
CANNONBALL II,SILVER SURFER
CANNONBALL II,MR. FANTASTIC
CANNONBALL II,HUMAN TORCH
CANNONBALL II,SUB-MARINER
ROGUE ,"CAGE, LUKE"
COLOSSUS II,"CAGE, LUKE"
SUB-MARINER,"CAGE, LUKE"
STORM,"CAGE, LUKE"
SILVER SURFER,"CAGE, LUKE"
SILVER SURFER,HAWK
HAWK,"CAGE, LUKE"
"CAGE, LUKE",WONDER MAN
"CAGE, LUKE",SPIDER-MAN
HULK,IRON FIST
SHE-HULK,PUNISHER II
"CAGE, LUKE",PUNISHER II
PUNISHER II,IRON FIST
SUB-MARINER,PUNISHER II
SUB-MARINER,IRON FIST
IRON FIST,PUNISHER II
PUNISHER II,"CAGE, LUKE"
"ROBERTSON, JOE",SUB-MARINER
"ROBERTSON, JOE",PUNISHER II
"JARVIS, EDWIN",HULK
"SUMMERS, NATHAN CHRI",ROGUE 
IRON MAN,"SUMMERS, NATHAN CHRI"
NIGHTCRAWLER,ICEMAN
DR. STRANGE,"FURY, COL. NICHOLAS"
PUNISHER II,DR. DOOM
DR. DOOM,PUNISHER II
SUB-MARINER,BLACK WIDOW
"WATSON-PARKER, MARY",DR. DOOM
"JAMESON, J. JONAH",DR. DOOM
"ROBERTSON, JOE",DR. DOOM
"FURY, COL. NICHOLAS",BLACK WIDOW
"ROBERTSON, JOE",THING
HULK,"ROBERTSON, JOE"
SUB-MARINER,"WATSON-PARKER, MARY"
WASP,"FURY, COL. NICHOLAS"
HUMAN TORCH,"ROBERTSON, JOE"
"ROBERTSON, JOE",GAMBIT
GAMBIT,"JAMESON, J. JONAH"
"WATSON-PARKER, MARY",THOR
"WATSON-PARKER, MARY",SHE-HULK
"WATSON-PARKER, MARY",CAPTAIN AMERICA
IRON FIST,WASP
THOR,"CAGE, LUKE"
"CAGE, LUKE",WASP
NIGHTCRAWLER,QUICKSILVER
NIGHTCRAWLER,BEAST
CYCLOPS,IRON FIST
COLOSSUS II,IRON FIST
DAREDEVIL,"ROBERTSON, JOE"
"WATSON-PARKER, MARY",BEAST
"ROBERTSON, JOE",BEAST
ICEMAN,NIGHTCRAWLER
NIGHTCRAWLER,MARVEL GIRL
NIGHTCRAWLER,ANGEL
NIGHTCRAWLER,SILVER SURFER
STORM,"JARVIS, EDWIN"
"JARVIS, EDWIN",CYCLOPS
"FURY, COL. NICHOLAS",QUICKSILVER
BLACK PANTHER,CYCLOPS
BLACK PANTHER,"FURY, COL. NICHOLAS"
HAWK,"WATSON-PARKER, MARY"
WASP,"WATSON-PARKER, MARY"
ANT-MAN,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY",HERCULES [GREEK GOD]
ANGEL,"FURY, COL. NICHOLAS"
NIGHTCRAWLER,"FURY, COL. NICHOLAS"
"JARVIS, EDWIN",NOVA
THOR,NOVA
ICEMAN,CANNONBALL II
DAREDEVIL,"SUMMERS, NATHAN CHRI"
"SUMMERS, NATHAN CHRI",BLACK PANTHER
DR. STRANGE,BLACK PANTHER
MARVEL GIRL,BLACK PANTHER
"JARVIS, EDWIN",ICEMAN
"JARVIS, EDWIN",MR. FANTASTIC
BEAST,"FURY, COL. NICHOLAS"
BLACK PANTHER,ICEMAN
QUICKSILVER,CANNONBALL II
"SUMMERS, NATHAN CHRI",QUICKSILVER
NIGHTCRAWLER,IRON FIST
PROFESSOR X,IRON FIST
IRON FIST,"FURY, COL. NICHOLAS"
"FURY, COL. NICHOLAS","CAGE, LUKE"
MR. FANTASTIC,IRON FIST
THING,IRON FIST
IRON FIST,INVISIBLE WOMAN
"FURY, COL. NICHOLAS",SUB-MARINER
SUB-MARINER,NOVA
NOVA,"JARVIS, EDWIN"
DR. DOOM,"FURY, COL. NICHOLAS"
DR. DOOM,"JARVIS, EDWIN"
ICEMAN,"WATSON-PARKER, MARY"
MARVEL GIRL,"ROBERTSON, JOE"
MARVEL GIRL,"WATSON-PARKER, MARY"
"WATSON-PARKER, MARY",ANGEL
"WATSON-PARKER, MARY",CYCLOPS
CYCLOPS,"ROBERTSON, JOE"
BEAST,"ROBERTSON, JOE"
"ROBERTSON, JOE",ANGEL
"WATSON-PARKER, MARY",WASP
"ROBERTSON, JOE",WASP
NIGHTCRAWLER,HULK
DR. STRANGE,"JAMESON, J. JONAH"
"JAMESON, J. JONAH",PROFESSOR X
DR. STRANGE,"WATSON-PARKER, MARY"
"CAGE, LUKE",QUICKSILVER
"CAGE, LUKE",ANT-MAN
"CAGE, LUKE",HAWK
PROFESSOR X,"JARVIS, EDWIN"
"JARVIS, EDWIN",NIGHTCRAWLER
"WATSON-PARKER, MARY","CAGE, LUKE"
CAPTAIN AMERICA,PUNISHER II
"CAGE, LUKE","JARVIS, EDWIN"
"CAGE, LUKE",BLACK WIDOW
CANNONBALL II,BLACK WIDOW
DR. STRANGE,PUNISHER II
HUMAN TORCH,PUNISHER II
INVISIBLE WOMAN,PUNISHER II
PUNISHER II,DR. STRANGE
"ROBERTSON, JOE",CANNONBALL II
SUB-MARINER,ROGUE 
"CAGE, LUKE",BLACK PANTHER
BLACK PANTHER,IRON FIST
SCARLET WITCH,CANNONBALL II
CANNONBALL II,ANT-MAN
"JARVIS, EDWIN",DR. STRANGE
NIGHTCRAWLER,SHE-HULK
NIGHTCRAWLER,WASP
THOR,WOLVERINE
"CAGE, LUKE",BEAST
NOVA,"WATSON-PARKER, MARY"
NOVA,PUNISHER II
"SUMMERS, NATHAN CHRI",NOVA
CANNONBALL II,NOVA
SILVER SURFER,NIGHTCRAWLER
"SUMMERS, NATHAN CHRI",NIGHTCRAWLER
NIGHTCRAWLER,"SUMMERS, NATHAN CHRI"
HAVOK,IRON FIST
NOVA,IRON FIST
IRON FIST,HAVOK
CANNONBALL II,"JARVIS, EDWIN"
"WATSON-PARKER, MARY",MARVEL GIRL
PUNISHER II,THOR
MARVEL GIRL,HAWK
NIGHTCRAWLER,ANT-MAN
"ROBERTSON, JOE",DR. STRANGE
HAWK,"JAMESON, J. JONAH"
HAWK,"ROBERTSON, JOE"
WASP,"ROBERTSON, JOE"
"SUMMERS, NATHAN CHRI",SPIDER-MAN
"JARVIS, EDWIN","ROBERTSON, JOE"
"ROBERTSON, JOE",THOR
BEAST,"WATSON-PARKER, MARY"
"JARVIS, EDWIN",SILVER SURFER
"JARVIS, EDWIN","WATSON-PARKER, MARY"
"WATSON-PARKER, MARY",SILVER SURFER
"WATSON-PARKER, MARY",WONDER MAN
"WATSON-PARKER, MARY",ANT-MAN
"WATSON-PARKER, MARY",VISION
MR. FANTASTIC,"SUMMERS, NATHAN CHRI"
THING,"SUMMERS, NATHAN CHRI"
HUMAN TORCH,"SUMMERS, NATHAN CHRI"
COLOSSUS II,PUNISHER II
COLOSSUS II,"JAMESON, J. JONAH"
COLOSSUS II,"ROBERTSON, JOE"
NIGHTCRAWLER,PUNISHER II
NIGHTCRAWLER,"JAMESON, J. JONAH"
CANNONBALL II,"JAMESON, J. JONAH"
"JARVIS, EDWIN","CAGE, LUKE"
WOLVERINE,BLACK PANTHER
IRON FIST,HAWK
IRON FIST,BEAST
IRON FIST,ICEMAN
THOR,HAVOK
ICEMAN,"CAGE, LUKE"
ICEMAN,DR. STRANGE
COLOSSUS II,BLACK PANTHER
NIGHTCRAWLER,BLACK WIDOW
NIGHTCRAWLER,"CAGE, LUKE"
NIGHTCRAWLER,BLACK PANTHER
SUB-MARINER,HAVOK
STORM,BLACK PANTHER
HAVOK,"CAGE, LUKE"
HAVOK,BLACK PANTHER
BLACK PANTHER,PROFESSOR X
"CAGE, LUKE",CYCLOPS
"CAGE, LUKE",ANGEL
HERCULES [GREEK GOD],"ROBERTSON, JOE"
HERCULES [GREEK GOD],"JAMESON, J. JONAH"
HAWK,"SUMMERS, NATHAN CHRI"
"JAMESON, J. JONAH",VISION
"JAMESON, J. JONAH",GAMBIT
"JAMESON, J. JONAH",QUICKSILVER
"JAMESON, J. JONAH","SUMMERS, NATHAN CHRI"
"JAMESON, J. JONAH",BLACK WIDOW
"JARVIS, EDWIN","SUMMERS, NATHAN CHRI"
HULK,"SUMMERS, NATHAN CHRI"
SCARLET WITCH,"SUMMERS, NATHAN CHRI"
BLACK WIDOW,"ROBERTSON, JOE"
BLACK WIDOW,"SUMMERS, NATHAN CHRI"
THOR,"SUMMERS, NATHAN CHRI"
ROGUE ,"ROBERTSON, JOE"
ROGUE ,BLACK PANTHER
"SUMMERS, NATHAN CHRI",DR. DOOM
"SUMMERS, NATHAN CHRI","ROBERTSON, JOE"
"SUMMERS, NATHAN CHRI",SUB-MARINER
"SUMMERS, NATHAN CHRI",VISION
"SUMMERS, NATHAN CHRI",WASP
"SUMMERS, NATHAN CHRI",ANT-MAN
QUICKSILVER,"ROBERTSON, JOE"
ANT-MAN,"ROBERTSON, JOE"
BLACK PANTHER,"ROBERTSON, JOE"
BLACK PANTHER,GAMBIT
STORM,"ROBERTSON, JOE"
GAMBIT,DR. DOOM
GAMBIT,"ROBERTSON, JOE"
GAMBIT,SUB-MARINER
PROFESSOR X,"ROBERTSON, JOE"
SUB-MARINER,"ROBERTSON, JOE"
"ROBERTSON, JOE",ICEMAN
SUB-MARINER,SUB-MARINER
"CAGE, LUKE","WATSON-PARKER, MARY"
SUB-MARINER,"SUMMERS, NATHAN CHRI"
DR. STRANGE,"SUMMERS, NATHAN CHRI"
"SUMMERS, NATHAN CHRI",HERCULES [GREEK GOD]
"SUMMERS, NATHAN CHRI",WONDER MAN
"WATSON-PARKER, MARY",BLACK WIDOW
"WATSON-PARKER, MARY",BLACK PANTHER
"WATSON-PARKER, MARY",SUB-MARINER
PUNISHER II,SUB-MARINER
IRON MAN,"ROBERTSON, JOE"
"WATSON-PARKER, MARY",PROFESSOR X
"ROBERTSON, JOE",PROFESSOR X
CAPTAIN AMERICA,CAPTAIN AMERICA
PUNISHER II,HULK
PUNISHER II,HERCULES [GREEK GOD]
HAWK,CANNONBALL II
HAVOK,"FURY, COL. NICHOLAS"
BLACK WIDOW,"WATSON-PARKER, MARY"
IRON FIST,"JARVIS, EDWIN"
"ROBERTSON, JOE","FURY, COL. NICHOLAS"
"SUMMERS, NATHAN CHRI",SHE-HULK
PUNISHER II,"JARVIS, EDWIN"
"ROBERTSON, JOE",ANT-MAN
BLACK PANTHER,"JAMESON, J. JONAH"
THOR,IRON FIST
ICEMAN,IRON FIST
IRON FIST,"JAMESON, J. JONAH"
IRON FIST,SILVER SURFER
"CAGE, LUKE","JAMESON, J. JONAH"
"CAGE, LUKE",SILVER SURFER
SILVER SURFER,QUICKSILVER
SILVER SURFER,"JAMESON, J. JONAH"
SILVER SURFER,"FURY, COL. NICHOLAS"
STORM,IRON FIST
"CAGE, LUKE",PROFESSOR X
WONDER MAN,IRON FIST
HAWK,IRON FIST
PROFESSOR X,"JAMESON, J. JONAH"
SHE-HULK,"ROBERTSON, JOE"
"FURY, COL. NICHOLAS",SILVER SURFER
HULK,CANNONBALL II
"ROBERTSON, JOE",SILVER SURFER
"JAMESON, J. JONAH",SILVER SURFER
SILVER SURFER,ANT-MAN
BLACK WIDOW,IRON FIST
IRON FIST,ROGUE 
"CAGE, LUKE",ROGUE 
VISION,PUNISHER II
SCARLET WITCH,PUNISHER II
"ROBERTSON, JOE",BLACK PANTHER
"JARVIS, EDWIN",PUNISHER II
IRON MAN,PUNISHER II
WASP,PUNISHER II
WONDER MAN,PUNISHER II
SUB-MARINER,GAMBIT
NIGHTCRAWLER,NOVA
BLACK PANTHER,ROGUE 
"CAGE, LUKE","ROBERTSON, JOE"
"ROBERTSON, JOE",IRON FIST
DR. STRANGE,"ROBERTSON, JOE"
ANGEL,IRON FIST
ROGUE ,IRON FIST
VISION,"SUMMERS, NATHAN CHRI"
WONDER MAN,"SUMMERS, NATHAN CHRI"
"SUMMERS, NATHAN CHRI","JAMESON, J. JONAH"
"SUMMERS, NATHAN CHRI","FURY, COL. NICHOLAS"
"SUMMERS, NATHAN CHRI",IRON MAN
CANNONBALL II,"FURY, COL. NICHOLAS"
QUICKSILVER,"JAMESON, J. JONAH"
STORM,"JAMESON, J. JONAH"
ROGUE ,"JAMESON, J. JONAH"
HAVOK,"JAMESON, J. JONAH"
"ROBERTSON, JOE",VISION
SILVER SURFER,"WATSON-PARKER, MARY"
IRON FIST,NOVA
HERCULES [GREEK GOD],"WATSON-PARKER, MARY"
"ROBERTSON, JOE",HAWK
"ROBERTSON, JOE",HERCULES [GREEK GOD]
"ROBERTSON, JOE",SCARLET WITCH
"ROBERTSON, JOE",WONDER MAN
"ROBERTSON, JOE",QUICKSILVER
"ROBERTSON, JOE",SHE-HULK
"JARVIS, EDWIN",CANNONBALL II
NOVA,"CAGE, LUKE"
"ROBERTSON, JOE",WOLVERINE
GAMBIT,THOR
GAMBIT,HAWK
"JAMESON, J. JONAH",MARVEL GIRL
DR. DOOM,"WATSON-PARKER, MARY"
DR. DOOM,IRON FIST
IRON FIST,DR. DOOM
DR. DOOM,"CAGE, LUKE"
SILVER SURFER,BLACK PANTHER
"JARVIS, EDWIN",MARVEL GIRL
PUNISHER II,NIGHTCRAWLER
"WATSON-PARKER, MARY",NIGHTCRAWLER
"ROBERTSON, JOE",NIGHTCRAWLER
CYCLOPS,"WATSON-PARKER, MARY"
PUNISHER II,BEAST
PUNISHER II,CYCLOPS
PUNISHER II,"SUMMERS, NATHAN CHRI"
PUNISHER II,HAVOK
PUNISHER II,CANNONBALL II
PUNISHER II,GAMBIT
PUNISHER II,ICEMAN
SHE-HULK,"SUMMERS, NATHAN CHRI"
"FURY, COL. NICHOLAS",CANNONBALL II
"WATSON-PARKER, MARY","FURY, COL. NICHOLAS"
"ROBERTSON, JOE","CAGE, LUKE"
